Artist,Song,Translated_Lyrics
Լիլիթ Հովհաննիսյան,Քամի (Qami),"Menmware I'm now on this cold
You too much you tortured me
I am very vain at that time
my heart name your tattoo
 Here again I remembered you at night darkness
And this late hour woke up and became
My evil enemy wind
 Perhaps you are alone and on the other side of the sea
You get cold and trembling
And the wind hugged me and left no missing
He put his nest in my bed
 I remembered you at night darkness
And this late hour woke up and became
My evil enemy wind"
Լիլիթ Հովհաննիսյան,Ինչու Եմ Կեզ Սիրում (Inchu Em Kez Sirum),"Who created those eyes?
Who is in my heart to flap love? Sweetheart
Who gave me so much happiness?
I soar when you see you
And melt while listening to your voice dear
Well Tell me who gave me so much love
I won't let me leave
I won't let you get again
For me unnecessary
I want to know
 You have infected my soul with your love
I have saved me from disaster
You came and painted my life with bright colors
 Exactly smiles me your eyes
My love locked in the box
Released to attack
And you are scared with longing
 I haven't dreamed of such a great love
Why I love you
I can't say in words
 Exactly you happened
That I loved this life so
And we have to be day of day
The wind of love is even stronger cradle
Our love are you and you are dancing around
We opened an open swearing under the kiss
Be always integral and good and bad days
Don't let you go away
Don't let me get again
For yourself
I want to know
 You have infected my soul with your love
I have saved me from disaster
You came and painted my life with bright colors
 Exactly smiles me your eyes
My love locked in the box
Released to attack
And you are scared with longing
 I won't let me leave
I won't let you get again
For me unnecessary
For me unnecessary
I want to know
I want to know
You have infected my soul with your love
I have saved me from disaster
You came and painted my life with bright colors
Exactly smiles me your eyes
My love locked in the box
Released to attack
And you are scared with longing
I haven't dreamed of such a great love
 Why I love you
I can't say in words
 Why I love you
I can't say in words"
Լիլիթ Հովհաննիսյան,Իմ Բաժին Ւերը (Im Bajhin Sere),
Լիլիթ Հովհաննիսյան,Dream,"LOVED INDZ and from the moment you entered my heart
My Tach and Severe Card
My Tach and Severe Card
I'll line this squirrel indl island your year
 Hoky I give my bright love to collie now
Falled in love with the Cream Molly
Hoky I give my bright love to collie now
Falled in love with the Cream Molly
 YOUR HEART YOU
Don't hate for a hay
Will do it you will not have a sign on my heart
 Hoky I give my bright love to collie now
Falled in love with the Cream Molly
Hoky I give my bright love to collie now
Falled in love with the Cream Molly
 I am a captain with a crowd with you found on the island
Heart my every second to run Minds
Oh Cape to be my life with dreams
And every second was you wanted to dance
 Hoky I give my bright love to collie now
Falled in love with the Cream Molly
Hoky I give my bright love to collie now
Falled in love with the Cream Molly"
Լիլիթ Հովհաննիսյան,Մեղավոր (Meghavor),"Don't fill him in your heart there is love
MET MOM MONEY INDZ YEREVAN KEY
And I will do the opposite lurk
And you didn't know
Vor cut Landy Land for your Hamchurs
And fall in love with the Cream Noritz and Nor
 I am guilty of Jay
I have to hear my heart
Wor arandz I can't Iight
Everything must be asley
 I am guilty of Jay
I have to hear my heart
Wor arandz I can't Iight
Everything must be asley
Everything must be asley
 See someone else from the love of your side of a subspace Kyle
I'm guilty I don't see any sky
From your love to another garden.
And I will be heaven in this two
My sauce and Pus Loved Love Our Gore
And in your heart a new love
 I am guilty of Jay
I have to hear my heart
Wor arandz I can't Iight
Everything must be asley
 I am guilty of Jay
I have to hear my heart
Wor arandz I can't Iight
Everything must be asley
Everything must be asley
 I am guilty of Jay
I have to hear my heart
Wor arandz I can't Iight
Everything must be asley
 I am guilty of Jay
I have to hear my heart
Wor arandz I can't Iight
Everything must be asley
 I am guilty of Jay
I have to hear my heart
Wor arandz I can't Iight
Everything must be asley
 I am guilty of Jay
I have to hear my heart
Wor arandz I can't Iight
Everything must be asley
Everything must be asley
Everything must be asley"
Լիլիթ Հովհաննիսյան,Изгнанная (Վտարվածը),"Didn't you listen to me and leave me
I changed me quickly with someone else
Love crumpled like glass
 Didn't you listen to me and leave me
I changed me very quickly with someone else
I didn't deserve this slap
 Went far away from me
Heart to burn my longing
It
Wow.
 Went far away from me
Heart to burn my longing
It
Wow.
   
     
   
  
     
      
   
     
   
   
     
  
   
 Went away from you
It
Wow.
The heart of my burning caress
It
Wow.
 Went away from you
It
Wow.
The heart of my burning caress
It
Wow."
Լիլիթ Հովհաննիսյան,Ելի Լիլիթ (Eli Lilit),"I'm going to go to many hero hero
I will miss a levee
And you forget you my confettines
GIDEYR FREE SERE MY NEW YEAR
 I'm going to go to many hero hero
I will miss a levee
And Keunas you are my confection
GIDEYR FREE SERE MY NEW YEAR
 Hey Evel's go and come
WITHOUT YOU
Thereah I don't come to the mke
Hey Evel's go and come
WITHOUT YOU
Thereah I don't come to the mke
 FREE OFFICES FROM THE GOD
GODES MEY TO KNOW
LEARN GIDES KARIKE I DON'T FLOW YOU
LEARS YOU DON'T WILL MAKE YOU
 Hey Evel's go and come
WITHOUT YOU
Thereah I don't come to the mke
Hey Evel's go and come
WITHOUT YOU
Thereah I don't come to the mke
 Blessed I would leave my life
Or go or loan cosho review you
Blessed I have reviewed you
Either I go or loan cosho you will review you hee
 
You go and come

Sout Promises

Thereah I don't come to the mke

One Yerki Yerek four
 Hey Evel's go and come
WITHOUT YOU
Thereah I don't come to the mke
Hey Evel's go and come
WITHOUT YOU
Thereah I don't come to the mke
 Hey Evel's go and come
WITHOUT YOU
Thereah I don't come to the mke
Hey Evel's go and come
WITHOUT YOU
Thereah I don't come to the mke"
Լիլիթ Հովհաննիսյան,Իմ տիկնիկն ես (Im tiknikn es),"Nanul

Lilit Start
 
I will end up all the beads
I will wear high heels
To go to my concert today
Now you

Let me hang my beads
And I wear my high heels
That come with you today to the concert
Now you

Can't you let it?
Very much you are still small

In that sense, be careless
My kind my heart
 

Oh Well well well again
Listen to me that even more
I love you very much you are my doll
And my beauty

Oh Well well well again
Don't talk about more
I love you very much you are my heart
And my beauty
 
I'll be a new cloth with a tail
And you will make me make
After all, I have become a singer

I will not have a new cloth
And I will not make you even
Still so you haven't grew too much

Full-scale balloons
I have donated you

Full of full patches
I will give you to you forgive me
 
 
Well Join You Now
Step to the left and right ahead and with

Well Join You Now
Step to the left and right ahead and with
Left and right ahead and with
Well join us now and I
  
 Oh Well well well again
Listen to me that even more
I love you very much you are my doll
And my beauty
Uf de well well well again
Don't talk about more
I love you very much you are my heart
And my beauty
I love you you are my doll
And my beauty"
Լիլիթ Հովհաննիսյան,Inchu em qez sirum?,
Լիլիթ Հովհաննիսյան,Բուլղարական (Bulgarian),"I am just like a mermaid
I lost the palm of you and my heart
Is floating in the sea of your longing
I tremble endlessly from your longing
 I remember how you were in the sho
Red Elders burning
Light the bonfire a sign
That I know where you are
 Chorus
 Oh i lost you I don't find your shore
You can't imagine my fear and horror
Great foolishness was to leave one
I was ready to give a love of love dream
 I left you to seek me
I was just trying to you
I left you to miss me
But I miss you now"
