Artist,Song,Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԱՀԱ ԵՎ ՎԵՐՋ,"
Սեր կամ ատելություն
Ջերմ խոսքեր կամ էլ պաղ հայացք
Մեզ առնում է խենթի գիրկը անիվը բախտի
 (Կրկներգ)։
 (Վերջերգ).
Չգիտեմ քեզ ինչ ասել
Չգիտեմ քեզ ոնց պատմել
Իմ հոգու խոսքերը
Որ կոչվում է սեր
Որ կոչվում է սեր... սեր... սեր... սեր... սեր
 "
Հայկ Հակոբյան,Սիրով (Sirov),"(Տուն 1)
Ամենաուժեղ զգացմունք
Համ ժպիտ, համ էլ արցունք
Ընդամենը երեք տառ
Բայց ամբողջ մի աշխարհ
Ու մի ճանապարհ
Իմ քաղաք, ես քո սրտում
Սերն ու սիրտը իմ գտա
Ու հիմա եմ հավատում
Որ ոչինչ պատահական
Իմ ու քո կյանքում չկա
 (Կրկներգ).
Սիրով անվերջ
Նվիրվելով իրար
Սիրով հավերժ
Նվիրվելով իրար
 (Տուն 2).
Երեկվա հետ համեմատ
Սերն ուժեղ է մեր հաստատ
Ու այդպես է լինելու
Օրեց օր ես ու դու
Ավելի սիրելի
Սերն օդում է ամենուր
Ինձ հիմա քո ձեռքը տուր
Ու կգաս ափիս [...]
Որ բաց չի թողնում առիթ
Ամեն օր լինել կողքիդ
 (Կրկներգ)։
 (Անցում).
Սիրո՜վ...
 (Կրկներգ):
 (Վերջերգ).
Սիրո՜վ
 "
Հայկ Հակոբյան,Սերն է սա (Sern e sa),"(Տուն 1).
Դեպի երջանկություն տանող հազար ճանապարհ
Բայց մեկն է որոշված այս երկնքում ինձ համար
Հազար ու մի հայացքներից հոգիս մեկին նայեց
Հազար ու մի անուններից իմ սիրտը քոնն ընտրեց
Արի պատմենք երազանքի սիրո մասին
Միասին
 (Կրկներգ). (x2)
Հա-յի-յա-յի-յա, հենց քեզ տեսա
Հա-յի-յա-յի-յա, իմ սիրտն ասած
Հա-յի-յա-յի-յա, այսքան սպասված
Սերն է սա
 (Տուն 2).
Հիմա արդեն ես չեմ կարող ապրել առանց քեզ
Ու շարունակությունն ես իմ մտքի դու, կարծես
Սրտումս քո համար միայն հատուկ մի տեղ գտա
Որտեղ քեզնից բացի, իմ սեր, ոչ ոք չկա
Արի պատմենք երազանքի սիրո մասին
Միասին
 (Կրկներգ)։ (x2)
 (Անցում)
 (Կրկներգ)։ (x2)
 (Վերջերգ).
Հա-յի-յա-յի-յա, մեր սերն է սա
 "
Հայկ Հակոբյան,Ինձ խոստացիր (Indz khostatzir),"Ինձ խոստացիր, որ կհիշես անունը իմ
Ինձ խոստացիր, որ կսիրես օրերը իմ
Ինձ խոստացիր, որ կպատմես հազար հեքիաթ
Ինձ խոստացիր, որ կմնաս միշտ հարազատ
 Ինձ խոստացիր արևածագ
Ինձ խոստացիր գարնան վտակ
Ինձ խոստացիր, որ չեմ մնա
Որ չեմ մնա ես մեն-մենակ
Ինձ խոստացիր արևածագ
Ինձ խոստացիր գարնան վտակ
Ինձ խոստացիր, որ չեմ մնա մենակ
 Կանցնեն օրեր ու տարիներ` քեզ կսպասեմ
Կանցնեն ամպեր ու քամիներ` քեզ կպահեմ
Կանցնեն նրանք, ում համբույրել, բայց ստել
Կանցնեն նրանք, ում արթնացել ու չեմ տեսել
 Կանցնեն մարդիկ խայտաբղետ
Կանցնեն ու կկորչեն անհետ
Կանցնեն բոլորը, դու մնա
Բայց դու մնա հավերժ ինձ հետ
Կանցնեն մարդիկ խայտաբղետ
Կանցնեն ու կկորչեն անհետ
Կանցնեն բոլորը, դու մնա հավերժ ինձ հետ
 (Անցում)
 Ինձ խոստացիր արևածագ
Ինձ խոստացիր գարնան վտակ
Ինձ խոստացիր, որ չեմ մնա
Որ չեմ մնա ես մեն-մենակ
Ինձ խոստացիր արևածագ
Ինձ խոստացիր գարնան վտակ
Ինձ խոստացիր, որ չեմ մնա
Որ չեմ մնա ես մեն-մենակ
 Որ չեմ մնա ես մեն-մենակ
Ինձ խոստացիր արևածագ
Ինձ խոստացիր գարնան վտակ
Ինձ խոստացիր, որ չեմ մնա ես մեն-մենակ
 "
Հայկ Հակոբյան,Թռիչք վերջին անգամ (Trichq verjin angam),"Կար աչքերում քո ջինջ երկինք ու սեր
Քո հոգում գիշերն անգամ՝ լույս էր
Քո թռիչքդ հաղթական՝ հույզ էր
Կուզեի, որ այն քեզ հետ կիսել
Լուռ քեզ երկինքը դեպի վեր տարավ
Նա, ասես, քո թռիչքին ծարավ
Երբ ցերեկը քո գիշեր դառավ
Հավերժի ճամփան քեզ գիրկն առավ
 (Կրկներգ)․ (x2)
Թռիչք վերջին անգամ
Ջնջեց դարձի ճամփան
Դու կսավառնես միշտ երկնքում
Հայոց արծվի պես՝ միշտ հաղթական
 Քեզ կհիշենք մեր օրերում ընդմիշտ
Խորհուրդները քո բարի ու ճիշտ
Սրտերում կա մեր կսկիծ ու վիշտ
Կուղեկցի մեզ քո կարոտը միշտ
Դու զոհեցիր կյանքդ հանուն կյանքի
Ու հանուն վաղվա երազանքի
Որ հայն իր կյանքը պատվով ապրի
Արժանի ես մշտապես փառքի
 (Կրկներգ)։ (x2)
 (Անցում)
 (Կրկներգ)։
 (Վերջներգ)․
Դու կսավառնես միշտ երկնքում
Հայոց արծվի պես՝ միշտ հաղթական
 "
Gor Sujyan,Մարիոնետկա (Marionetka),"Կամաց, կամաց, կամաց, կամաց,
Ոտքերն հողին, հողին, հողին`
Եկավ-գնաց, եկավ-գնաց,
Գունատ, դեղին, գունատ, դեղին։
 Ձեռքը շարժեց ― մեկ վեր, մեկ վար,
Ոտքը խփեց ― մեռե՛լ, մեռե՛լ,―
Առաջ եկավ դժվա՜ր, դժվա՜ր,
Ձեռքը շարժեց մեկ վար, մեկ վեր։
 Ահա՛, ահա՛, ― թեքվե՜ց, թեքվե՜ց,
Կընկնի՛, կընկնի՛․․․ բայց չէ՛, նայի՛,
Շուրթը շրթից դանդաղ ջոկվեց,
Մնաց մի պահ` աչքը մահի։
 Ու սո՜ւր ճչաց` կարծես բռնի
Աչքերն, անշարժ, հեռուն գամած.―
Այդպես հոգի՛ն պիտի մեռնի ―
Կամա՜ց, կամա՜ց, կամա՜ց, կամա՜ց․․․
 "
Gor Sujyan,Ես սիրում եմ,"Դու գնում ես՝ չգիտեմ ուր,
Լուռ ու տխուր,
Հեզ գունատվող աստղի նման։
 Ես գնում եմ տրտում-մենակ,
Անժամանակ
Ծաղկից ընկած թերթի նման։
 Ես սիրում եմ մեղավոր աչքերը խոր,
Գիշերվա պես խորհրդավոր.
Քո մեղավոր, խորհրդավոր աչքերը մութ,
Որպես թովիչ իրիկնամուտ։
 Դու գնում ես՝ չգիտեմ ուր,
Սրտակտուր
Լացդ պահած իմ հայացքից։
 Ես գնում եմ լուռ անտրտում,
Բայց իմ սրտում
Ցավ է անվերջ, մահո՜ւ կսկիծ...
 Ես սիրում եմ մեղավոր աչքերը խոր,
Գիշերվա պես խորհրդավոր.
Քո մեղավոր, խորհրդավոր աչքերը մութ,
Որպես թովիչ իրիկնամուտ։
 Քո աչքերի անծայր ծովում մեղքն է դողում,
Որպես գարնան մթնշաղում։
Քո աչքերում կա մի քնքուշ բախտի վերհուշ,
Արբեցումի ոսկե մշուշ
 "
Gor Sujyan,Երկու ուրվական (Yerku urvakan),"Ես եմ, դու ես, ես ու դու
Գիշերում այս դյութական,
Մենք մենակ ենք,— ես ու դու
Ես էլ դու եմ՝ ես չկամ…
 Չկան օրերն ահարկու,
Չկա ժամ ու ժամանակ,
Ուրվական ենք մենք երկու
Միշտ իրար հետ, միշտ մենակ…
 Դու չքացել ես, դու էլ չկաս,
Սերը ցնորք է, բախտը՝ երազ:
Քեզ չգտա ես այս կյանքում խավար,
Իմ սիրո լույսն էր պատկերդ վառ:
 Քաղցր պատրանք էր, խաբող ժպիտ,
Կարոտիս երգն էր պայծառ հոգիդ,
Սրտիս երազն էր թովիչ լեզուդ,
Կյանքը՝ հեքիաթ է, աշխարհը՝ սուտ...
 Մոռացել ենք անցյալում
Տրտունջ, թախիծ ու խավար. —
Մի ուրիշ լույս է ցոլում
Մեղմ ու անուշ մեզ համար…
 Ես եմ, դու ես, ես ու դու
Գիշերում այս դյութական,
Մենք մենակ ենք — ես ու դու,
Ես էլ դու եմ՝ ես չկամ…
 "
Gor Sujyan,Ո՞վ կհանդիպի (Օv kyhandipi),"Ո՞վ կհանդիպի, ո՞վ կբարևի,
Ո՞ւմ հոգեհամբույր խոսքը կլսեմ։
Ո՞ւմ ուրախացած դեմքը կարևի՝
Բարեկամական հրճվանքով վսեմ։
 Ո՞վ կհամբուրի, ո՞վ կհեկեկա,
Ո՞վ կhիանա անսուտ հրճվանքով։
Գուցե աշխարհում, դուրսը մեկը կա,
Որ ապրում է իմ անուրախ կյանքով։
 Գուցե իմ սրտում, երգերում իմ մութ,
Խոսքերում՝ ասված իմ հոգու մասին —
Հեռավոր մեկի անրջանքն եմ սուտ՝
Նետված աշխարհի անսուտ երազին։
 Գուցե՝ ապրելով նրա երազում՝
Երգում եմ նրա տագնապները խոր—
Եվ թվում է ինձ աշխարհի մուժում,
Որ ի՛նձ եմ երգում, կյանքս մենավոր։—
 — Ողջո՛ւյն քեզ, անհայտ, անծանոթ ընկեր,
Խաղաղությո՛ւն քեզ, հեռավոր եղբայր.
— Ողջո՜ւյն ձեզ, վաղվա չծնված կյանքեր։
 — Ես՝ եղբայրորեն ու մտերմաբար՝
Ողջունում եմ ձեզ անցած խավարի
Իմաստուն, տխուր ժպիտով բարի...
 "
Gor Sujyan,Խաղաղ գիշերով (Khaghagh gisherov),"Խաղաղ գիշերով դու կգաս ինձ մոտ,
Քնքուշ ձեռներդ ես կհամբուրեմ,
Կցրեմ կյանքի հուշերը ցավոտ
Ու հեքիաթային լույսեր կվառեմ...
 Երկար մազերդ կարձակես ազատ,
Հիվանդ գլուխդ կդնես կրծքիս
Կլինես քնքո՜ւշ, մոտի՜կ, հարազատ,—
Անուշ խոսքերով կդյութես հոգիս...
 Պայծառ աշխարհում կլինենք մենակ,
Ցավ կյանքի մեռնող լույսերից խաբված,
Կերազենք անհուշ, անվերջ ու անհագ,—
Հեքիաթ աշխարհում առհավետ կապված..․
 "
Gor Sujyan,Լինես իմ երազում (Lines im yerazum),"Քո ձեռքերում է իմ սրտի ամեն մի զարկ,
Ես առանց քեզ անէացած եմ ու դատարկ,
Դու քեզանով լցրել ես վայրկեանները իմ
Ամենախենթ ու մտերիմ:
 Քո աչքերով եմ ես նայում այս աշխարհին,
Դու միշտ եղել ես իմ կյանքի ճանապարհին,
Հիշողությանս մեջ արդեն չկա դրվագ
Որտեղ չկաս` հոգուս նվագ:
 Ոնց եմ ուզում`
Կյանքից բացի լինես դու իմ երազում,
Որ չկորցնենք իրար ուրիշ աշխարհում
Կամ հանդիպենք մի այլ դարում...
 Առավոտ իմ լույս կարոտ,
Գիշերվա երկինք աստղոտ,
Իմ ամեն մի օրն ես դու,
Սերն ես իմաստուն։
 Առավոտ իմ լույս կարոտ
Գիշերվա երկինք աստղոտ,
Իմ ամեն մի օրն ես դու,
Քեզնով է սերս իմաստուն:
 Ոնց եմ ուզում`
Կյանքից բացի լինես դու իմ երազում,
Որ չկորցնենք իրար ուրիշ աշխարհում
Կամ հանդիպենք մի այլ դարում...
 Քո ձեռքերում է իմ սրտի ամեն մի զարկ,
Ես առանց քեզ անէացած եմ ու դատարկ,
Դու քեզանով լցրել ես վայրկյանները իմ
Ամենախենթ ու մտերիմ:
 "
Gor Sujyan,Սիրո երգ (Siro yerg),"Թե չեմ սիրում, չեմ սիրում ես այդքան քեզ,
Ինչու է ձմեռն այսքան գարուն,
Եվ ձմռան արևն այսքան այրում,
Անխոս երկինքն այսքան անհուն,
Եթե այդքան չեմ սիրում քեզ:
 Ու եթե դու չես սիրում ինձ,
Ու եթե դու չես սիրում ինձ,
Ինչու են այդքան սիրով ձեր փողոցում ճամփա բացում ինձ
Ու եթե դու չես սիրում ինձ, ինչու են ճամփա բացում ինձ
Տներ, մայթեր, անցորդներ, ու ձյունը,
Եթե չես սիրում դու ինձ.
 Թե չենք սիրում մենք իրարու,
Ինչու են աստղերն այսքան անթիվ ,
Այսքան գեղեցիկ գիշեր ու տիվ,
Աշխարհը այսքան հաշտ ու ազնիվ ,
Եթե չենք սիրում մենք իրարու:
 "
Gor Sujyan,Ռեքվիեմ (Requiem),"Դատարկվել է սրտի հողը, որ երկինքը լիանա:
