Artist,Song,Lyrics
ԱՐԹՈՒՐ ՄԵՍՉՅԱՆ,ԱՀԱ ԵՎ ՎԵՐՋ,"
	Մեզ չի խանգարում:

	 

	Դու ես իմ բարի հոգեառը,

	Ես քեզնից չեմ վախենում, 

	Դու, ինչպես միշտ, իմ կողքին ես,

	Երբ ես մենակ եմ լինում:

	 

	Մենք 

	Հիմա կիջնենք ներքև,

	Կքայլենք մենք 

	Անձրևոտ փողոցում,

	Կխառնվենք մարդկանց

	Սրճարանի ծխում:

	 

	Աղմուկը երբեք 

	Մեզ չի խանգարել,

	Մենք միշտ լռությամբ ենք 

	Իրար հետ կիսվել,

	Իմ տխո՛ւր սատանա,

	Իմ տխո՛ւր սատանա:

	 

	Դու ես իմ բարի հոգեառը,

	Ես քեզնից չեմ վախենում, 

	Դու, ինչպես միշտ, իմ կողքին ես,

	Երբ ես մենակ եմ լինում:

	 

	Եվ արդեն կեսգիշերին,

	Երբ տուն կբերեն իմ դիակը,

	Դու ինձ ոռնա իմ մահերգը

	Եվ արթնացրու բոլորին:

	 

	Դու ես իմ բարի հոգեառը,

	Ես քեզնից չեմ վախենում, 

	Դու, ինչպես միշտ, իմ կողքին ես,

	Երբ ես մենակ եմ լինում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԿՐԿՆՎՈՂ ՊԱՏՄՈՒԹՅՈՒՆ,"
	Դու դարձյալ ինձ մոտ ես եկել,

	Կրկնվո՛ղ պատմություն,

	Դռներս բաց են եղել միշտ քո առջև,

	Ճակատագի՛ր իմ, դառնությո՛ւն:

	 

	Դու ժպտում ես՝ կանգնած իմ շեմին,

	Խնդրե՛մ, նե՛րս համեցիր,

	Ես նույնիսկ ուրախ եմ քո գալուն,

	Խնդրե՛մ, մի՛ կասկածիր:

	 

	Գիտեի, որ կգաս, չես սիրում սպասեցնել,

	Դռներս բաց են, տե՛ս,

	Կներես, սեղանին միայն գինի եմ դրել,

	Որն ինձ հետ մինչև վերջ խմես:

	 

	Եվ երբ ես կհարբեմ,

	Աչքերս կմշուշվեն,

	Շուրթերս կհամբուրես,

	Ու դաշույնը ձեռքիդ

	Համբույրի ժամանակ

	Սիրտս կխրես:

	 

	Դե խփի՛ր, մի՛ սպասիր,

	Տե՛ս, կանգնած եմ պատրաստ,

	Թող ձեռքդ չդողա:

	Քո նոր վերքն իմ սրտում

	Մի նոր երգ կդառնա,

	Հավատա՛, հավատա՛:

	 

	Դու դարձյալ ինձ մոտ ես եկել,

	Կրկնվո՛ղ պատմություն,

	Ես քեզ սպասում եմ վաղուց,

	Ճակատագի՛ր իմ, դառնությո՛ւն:

	 

	Դե խփի՛ր, մի՛ սպասիր,

	Տե՛ս, կանգնած եմ պատրաստ,

	Թող ձեռքդ չդողա:

	Քո նոր վերքն իմ սրտում

	Մի նոր երգ կդառնա,

	Հավատա՛, հավատա՛:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՍԱՐԴՈՍՏԱՅՆ,"
	Երեկոն սենյակիս պատերին

	Շուռումուռ ստվերներ է գծում,

	Հեռացող քայլերի արձագանք կա

	Դատարկ փողոցում:

	 

	Մեկ լսվում են նրանք, մեկ էլ՝ ոչ,

	Արդյոք ո՞ւր են գնում,

	Մենք բոլորս հյուրեր ենք անկոչ

	Այս դատարկ աշխարհում:

	 

	Սենյակում, որտեղ ես եմ ապրում,

	Կան ուրիշ տարօրինակ էակներ,

	Բայց նրանք երբեք չեն խանգարում,

	Երբեք չեն խանգարում ինձ ապրել:

	 

	Կա մկնիկ, որ շաքար է սիրում

	Եվ ունի ընտանիք,

	Եվ կատու, որ սիրահարվում 

	Ու փախչում է տանիք:

	 

	Կա մի սարդ, որ սիրում է կախվել

	Փոշոտ առաստաղից,

	Ու մեկ-մեկ զրուցում է ինձ հետ

	Տանջող հոդացավից:

	 

	Երեկոն հուշերիս թելերից

	Սարդոստայն է գործել,

	Ես սարդի հետ իմ առաստաղից

	Որոշել եմ կախվել:

	 

	Որոշել եմ կախվել հենց էնպես,

	Առանց լուրջ պատճառի,

	Փաթաթվել հուշերիս թելերին

	Ու ոռնալ կատաղի:

	 

	Թե բոլորս հյուրեր ենք անկոչ

	Ու որբեր միայնակ,

	Էլ ինչո՞ւ ենք իրար հալածում

	Ու կրծում շարունակ:

	 

	Երեկո. հուշերիս փողոցով,

	Իմ անցյալն է անձայն հեռանում,

	Եվ նրա հեռացող քայլերից

	Ես մենակ եմ մնում:

	 

	Իմ մկնիկը արդեն արթնացել,

	Ուտելիք է փնտրում,

	Իմ կատուն ինձանից ձանձրացել,

	Տանիքում է քնում:

	 

	Ժամանակը սարդի պես նայում է ինձ

	Մութ անկյունից,

	Մեղքերիս թողություն եմ հայցում

	Չգիտես, թե ումից:

	 

	Հուշերիս կոտրված հայելուց

	Սառնություն է փչում,

	Այնտեղից անծանոթ ինչ-որ դեմք

	Անթարթ ինձ է նայում,

	 

	Ես գոռում եմ՝ կորի՛ր, գարշելի՛,

	Այդտեղ ի՞նչ ես անում, 

	Նա նայում է արդեն չարացած,

	Եվ ես ինձ եմ տեսնում:

	 

	Երեկո. իմ փոքրիկ սենյակում

	Մի թիթեռ է անվերջ պտտվում,

	Եվ նրան իմ սենյակը փոքրիկ

	Մի անվերջ սարդոստայն է թվում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՕՐԵՐԸ ՇԱՐԱՆ-ՇԱՐԱՆ,"
	Օրերը՝ շարան-շարան, գորշ, իրար նման,

	Թռչում են անիմաստ ու անիրական:

	Գոնե դո՛ւ, սիրելի՛ս, ինձ մի՛ մոռացիր,

	Ու մեկ-մեկ, սիրելի՛ս, դու ինձ այցելի՛ր:

	 

	Օրերը՝ շարան-շարան, անիմաստ ու գորշ,

	Չգրված երգի նման դատարկ, անորոշ,

	Թռչում են ու փախչում ինձնից հեռու,

	Գոնե դո՛ւ, սիրելի՛ս, մի՛ լքիր ինձ դու:

	 

	Դու այն օրը ասացիր՝ չես գա էլ ինձ մոտ,

	Որ իմ կացարանը ցուրտ, խոնավ է, կեղտոտ,

	Իսկ հիմա գիշերով դու հայտնվեցիր,

	Ի՞նչ ես կանգնել-մնացել, խնդրե՛մ, նե՛րս անցիր:

	 

	Դու մենակ ես ու ազատ, չունես սահմաններ,

	Ես ունեմ հարբած կիթառ և ունեմ երգեր,

	Իմ փողոցայի՛ն ճնճղուկ, դու ինձ մո՛տ մնա,

	Մի՛ լքիր ինձ, ի՛մ խենթուկ, իմ չա՛ր սատանա:

	 

	Օրերը՝ շարան-շարան, իրար շատ նման,

	Թռչում են անիմաստ ու անիրական,

	Գոնե դո՛ւ, սիսրելի՛ս, ինձ մի՛ մոռացիր,

	Ու մեկ-մեկ, սիրելի՛ս, դու ինձ այցելի՛ր:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԻՆՁ ՄԻ ՓՆՏՐԻՐ ՈՍՏԻԿԱՆ,"
	Ինձ մի՛ փնտրիր, մի՛ թակիր իմ պատուհանը, 

	Այստեղ եմ ես, ես, կամ էլ՝ իմ ուրվականը:

	 

	Անթարթ մի աչք հետևում է ինձ իմ տանը, 

	Ա՛յ քեզ հրաշք, սա իմ տո՞ւնն է, թե՝ զնդանը:

	 

	Դու ինձ ասա՛, գոնե դո՛ւ տուր պատասխանը, 

	Ո՞ւմ տունն է սա, ո՞ւմն է այս բնակարանը:

	 

	Կար մի քաղաք, քաղաքում, փակված իր տանը, 

	Ապրում էր նա, նա, կամ էլ՝ իր ուրվականը:

	 

	Լռում էր նա, թե՞ խոսում էր ուրվականը, 

	Ո՞ւմ գործն է դա, մի՞թե դա է էականը:

	 

	Կար ազգանուն՝ կպցրած նրա դռանը,

	Եվ փաստաթուղթ, որ նա ապրում է հենց այդ տանը:

	 

	Եթե մի օր այցելի ինձ ոստիկանը, 

	Նրան անձայն կընդունի իմ ուրվականը:

	 

	Կհասկանա օրենքի հլու պաշտպանը,

	Որ տանը այս, ոչ ոք չի ապրում այս տանը:

	 

	Կահագանգի նա իր ղեկավարությանը,

	Որ տանը այս, ոչ ոք չի ապրում այս տանը:

	 

	Ինձ կմատնի բարեկիրթ իմ հարևանը, 

	Որ ինձ գիշերը նա տեսել է գինետանը:

	 

	Գինում խեղդված՝ կճչա խցանահանը, 

	Անհայտ կորած՝ կգրանցեն իմ վերջաբանը:

	 

	Եթե մի օր այցելեք դուք ինձ իմ տանը, 

	Գուցե և ձեզ ընդունի իմ ուրվականը:

	 

	Չզարմանաք, մի՞թե դա է էականը,

	Թե մեզնից ով է, մեզնից ով է իրականը:

	 

	Ինձ մի՛ փնտրիր, ոստիկա՛ն, 

	Ես քեզ համար չեմ, ես չկամ: 

	Դու ինձ ինչքան էլ որոնես, 

	Ուրվականիս կհանդիպես:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԵՍ ԻՐԱՎՈՒՆՔ ՉՈՒՆԵՄ,"
	Ես իրավունք չունեմ ապրել շատ անհստակ.

	Չէ՞ որ կբամբասեն, թե մարդ եմ տարօրինակ:

	Ես իրավունք չունեմ անչափ խմել գինի,

	Քանզի ինձ կայպանեն մարդիկ առաքինի:

	Ես իրավունք չունեմ սիրել ինչ-որ մեկին,

	Քանի որ օրենքով ունեմ արդեն մի կին.

	Իմ ընկերները և թշնամիներս ինձ կասեն,

	Թե վերջացած ես մարդ եմ դարձել պիղծ:

	Ես նույնիսկ իրավունք չունեմ երջանկության.

	Դա էլ կվերագրեն բախտի շռայլության:

	Եվ այդ իսկ պատճառով, որ իրավունք չունեմ,

	Ես նույնիսկ իմ տան մեջ ինչպես բանտում կապրեմ

	Ու բոլորից թաքուն իմ տան մի անկյունում

	Ես կգրեմ երգեր, որ կյանք եմ անվանում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՇՆԵՐԸ,"
	Ես գիտեմ, թե ովքեր են տերերը,

	Ում ձեռքից են ուտում էս շները,

	                                     ես գիտեմ,

	Ու թեև միշտ էլ կուշտ են տերերը,

	Բայց սովից կատաղած են շները,

	                                     և հիմա

	Հենց էնպես չեն հաչում էս շները,

	Ուշացրել են մի քիչ նրանց կերը.

	                                     ուշացրել,

	Կերակրե՛ք. չէ՞ որ դուք եք տերերը,

	Որ հանկարծ մեզ չուտեն էս շները,

	                                     կերակրե՛ք,

	Վայելե՛ք ձեր համեղ պատառները,

	Մնացորդը ուտեն թող շները,

	                                     որ լռեն,

	Թե չէ վախն այցելում է գիշերը, 

	Երբ սովից կատաղած են շները,

	                                     զգուշացե՛ք,

	Փակեցեք շատ ամուր ձեր դռները,

	Փողոցում թող մնան պոետները,

	                                     և մարդիկ,

	Ում համար միևնույն են տերերը,

	Եվ հատուկ կատաղացրած շները՝

	                                     միևնույն:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԳԱԶԱՆԱՆՈՑ,"
	Նույնիսկ ընձուղտը տարօրինակ մի երգ է, 

	Բայց որ փակված է վանդակում, դա արդեն երգ չէ: 

	Որքա՜ն չերգված երգեր կան փակ վանդակներում, 

	Որքա՜ն երգեր, որոնք երբեք չեն լսվելու: 

	 

	Երբ երգը դառնում է վախեցած գազան

	Ու փակված վանդակում ճաղերին է զարկվում,

	Երգը դառնում է վիրավոր լուսան,

	Երգը թռիչքի է պատրաստվում:

	 

	Երգը լռում է ու քնած ձևանում.

	Գալիս է պահը, նա պայթում է, պայթում:

	 

	Գիշերը հանգիստ քնած էր գետաձին,

	Եվ անշարժ էր նրա հաստ մարմինը, 

	Խելագար ամբոխի թշվառ ծաղրածուն՝

	Առյուծը նախկին, մրափում էր:

	 

	Եվ միայն գայլն էր անհանգիստ վանդակում. 

	Գայլը ոռնում էր, անընդհատ ոռնում:

	Նրան միս տվեցին, բայց նա միսը չվերցրեց, 

	Նրան միս շպրտեցին, բայց նա չլռեց:

	 

	Գայլը հիշել էր տափաստանն իր արձակ

	Ու խենթացել էր գայլը միայնակ:

	 

	Եվ լսվեց կրակոց, և ոռնոցը լռեց, 

	Եվ լուսինն իր արծաթն իր երգչին նվիրեց: 

	Լուսնի արծաթում՝ կարմիր արյան լճակ.

	Մեռնում էր վանդակում գայլը միայնակ:

	 

	Գայլը մեռնում էր՝ ժպիտը դեմքին, 

	Հիմա նա ազատ էր ու վազում էր կրկին. 

	Աչքին երևում էր տափաստանն իր արձակ,

	Կողքից վազում էր մոխրագույն գայլուհին:

	 

	Երբ երգը դառնում է վախեցած գազան

	Ու փակված վանդակում ճաղերին է զարկվում,

	Երգը դառնում է վիրավոր լուսան,

	Երգը թռիչքի է պատրաստվում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ԵԶԸ,"
	Մոռացի՛ր դու նրանց քարոզները բոլոր,

	Քարոզները նրանց կշտացրել են, իսկ քեզ՝ բթացրել,

	Մոռացի՛ր դու նրանց բոլոր աղոթքները, 

	Հավատա՛ ինքդ քեզ:

	 

	Մի անգամ հավատա՛ քո Աստծուն, 

	Հավատա՛ քո հոգուն, հավատա՛ ինքդ քեզ,

	Եվ այրի՛ր կամուրջները քո ետ դառնալու,

	Եվ այրի՛ր կամուրջները քո ետ դառնալու...

	 

	Քո ծնված օրվանից քեզ խաբել են, ցլի՛կ,

	Քո գլուխը լցրել բթության մշուշով, իմ ցլի՛կ, 

	Քեզ կռտել են, ցլի՛կ, դարձրել բանող եզ, 

	Որ մինչև կյանքիդ վերջ աշխատես ճորտի պես:

	 

	Եղի՛ր հեզ, բանո՛ղ եզ,

	Եվ վարի՛ր այս անվերջ սևահողը, 

	Երբ կիջնի երեկոն, դու հանգիստ գնա գոմ,

	Որոճա քեզ բաժին ընկած խոտը,

	Մինչև կբացվի առավոտը:

	 

	Օրենքներից հոգնած այս դժբախտ անասունը,

	Մահվան վախն աչքերում, հոգեվարք է ապրում,

	Օ՜, աշխա՛րհ, դու ինչո՞ւ ծնեցիր մարդկային այս նախիրը,

	Որ հիմա վավաշոտ բթությամբ բազմանում է:

	 

	Օրենքները փակել են դռները բոլոր,

	Ճամփաները պայծառ անդունդներ են դարձել,

	Եվ այնտեղ թաղված լուսեղեն երազները,

	Լուսեղեն երազները բոլոր:

	 

	Սե՛ր, հաճելի՛ մոռացում, այցելի՛ր մեզ հաճախ,

	Այցելի՛ր մեզ հաճախ, 

	Մենք գիտենք՝ ճամփաները բոլոր

	Դեպի մահ են տանում:
"
ՌՈՒԲԵՆ ՀԱԽՎԵՐԴՅԱՆ,ՀԻՆ ԸՆԿԵՐ,"
	Հեռացան մեզնից մեր հին օրերը,

	Մոտենում են նոր ժամանակներ,

	Ո՞ւր ես դու կորել, իմ բարեկա՛մս,

	Ո՞ւր ես դու կորել, իմ հի՛ն ընկեր:

	 

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Արդյոք ո՞ւր ես դու կորել,

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Չեմ կարող ես քեզ գտնել: 

	 

	Ի՞նչ կախարդ է քեզ կախարդել, 

	Ի՞նչ թակարդ ես դու ընկել,

	Հի՛ն ընկեր, իմ անգի՛ն ընկեր, 

	Ես կարող եմ քեզ փրկել: 

	 

	Հեռացան այն հին ու գորշ օրերը,

	Մոտեցան պայծառ ժամանակներ,
